,FileName,angry,sad,neutral,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
680,MSP-IMPROV-S01A-F03-T-FM01.wav,0.856667,0.047778,0.078889,0.016667,0.5564515,0.217742,3,Female,Development,angry
681,MSP-IMPROV-S01A-F03-T-FM02.wav,0.701111,0.078889,0.141111,0.078889,0.53787875,0.22727275000000002,3,Female,Development,angry
682,MSP-IMPROV-S01A-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8500000000000001,4,Female,Test,happy
683,MSP-IMPROV-S01A-F04-P-FM02.wav,0.016667,0.016667,0.576667,0.39,0.25,0.55,4,Female,Test,neutral
684,MSP-IMPROV-S01A-F04-P-FM03.wav,0.016667,0.016667,0.95,0.016667,0.35,0.55,4,Female,Test,neutral
685,MSP-IMPROV-S01A-F04-P-FM04.wav,0.016667,0.016667,0.39,0.576667,0.35,0.65,4,Female,Test,happy
686,MSP-IMPROV-S01A-F04-P-FM05.wav,0.016667,0.016667,0.172222,0.794444,0.33333325,0.7916667500000001,4,Female,Test,happy
687,MSP-IMPROV-S01A-F04-P-FM06.wav,0.172222,0.016667,0.016667,0.794444,0.5,0.7857142500000001,4,Female,Test,happy
688,MSP-IMPROV-S01A-F04-P-FM07.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8500000000000001,4,Female,Test,happy
689,MSP-IMPROV-S01A-F04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,4,Female,Test,neutral
690,MSP-IMPROV-S01A-F04-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8500000000000001,4,Female,Test,happy
691,MSP-IMPROV-S01A-F04-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.2,0.8999999999999999,4,Female,Test,happy
692,MSP-IMPROV-S01A-F04-S-FM01.wav,0.576667,0.203333,0.203333,0.016667,0.30000000000000004,0.30000000000000004,4,Female,Test,angry
693,MSP-IMPROV-S01A-F04-S-FM02.wav,0.25,0.016667,0.483333,0.25,0.4,0.44999999999999996,4,Female,Test,neutral
694,MSP-IMPROV-S01A-F04-S-FM03.wav,0.95,0.016667,0.016667,0.016667,0.6,0.15000000000000002,4,Female,Test,angry
695,MSP-IMPROV-S01A-F04-S-MF01.wav,0.016667,0.016667,0.283333,0.683333,0.35714274999999995,0.64285725,4,Female,Test,happy
696,MSP-IMPROV-S01A-F04-T-FM01.wav,0.267949,0.160256,0.555128,0.016667,0.5,0.3214285,4,Female,Test,neutral
772,MSP-IMPROV-S01A-M03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.09999999999999998,0.6,3,Male,Development,happy
773,MSP-IMPROV-S01A-M03-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.2,0.65,3,Male,Development,neutral
774,MSP-IMPROV-S01A-M03-P-FM03.wav,0.016667,0.016667,0.327778,0.638889,0.21428575,0.64285725,3,Male,Development,happy
775,MSP-IMPROV-S01A-M03-P-MF01.wav,0.016667,0.016667,0.283333,0.683333,0.5,0.71428575,3,Male,Development,happy
776,MSP-IMPROV-S01A-M03-P-MF02.wav,0.016667,0.016667,0.683333,0.283333,0.25,0.53571425,3,Male,Development,neutral
777,MSP-IMPROV-S01A-M03-P-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.25,0.58333325,3,Male,Development,happy
778,MSP-IMPROV-S01A-M03-P-MF04.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,3,Male,Development,neutral
780,MSP-IMPROV-S01A-M03-S-FM02.wav,0.016667,0.016667,0.763333,0.203333,0.29166675,0.45833325,3,Male,Development,neutral
781,MSP-IMPROV-S01A-M03-S-FM03.wav,0.016667,0.016667,0.794444,0.172222,0.29166675,0.625,3,Male,Development,neutral
782,MSP-IMPROV-S01A-M03-S-FM04.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
783,MSP-IMPROV-S01A-M03-S-FM05.wav,0.203333,0.016667,0.763333,0.016667,0.20833325000000003,0.66666675,3,Male,Development,neutral
784,MSP-IMPROV-S01A-M03-S-FM06.wav,0.016667,0.327778,0.638889,0.016667,0.16666674999999997,0.41666675,3,Male,Development,neutral
785,MSP-IMPROV-S01A-M03-S-FM07.wav,0.172222,0.016667,0.794444,0.016667,0.29166675,0.41666675,3,Male,Development,neutral
787,MSP-IMPROV-S01A-M03-S-FM09.wav,0.016667,0.016667,0.816667,0.15,0.25,0.53571425,3,Male,Development,neutral
788,MSP-IMPROV-S01A-M03-S-MF01.wav,0.172222,0.016667,0.327778,0.483333,0.16666674999999997,0.58333325,3,Male,Development,happy
789,MSP-IMPROV-S01A-M03-S-MF02.wav,0.016667,0.203333,0.763333,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
790,MSP-IMPROV-S01A-M03-S-MF03.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,3,Male,Development,neutral
791,MSP-IMPROV-S01A-M03-S-MF04.wav,0.016667,0.016667,0.816667,0.15,0.1785715,0.53571425,3,Male,Development,neutral
792,MSP-IMPROV-S01A-M03-S-MF05.wav,0.016667,0.25,0.483333,0.25,0.15625,0.5,3,Male,Development,neutral
793,MSP-IMPROV-S01A-M03-S-MF06.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.5,3,Male,Development,neutral
794,MSP-IMPROV-S01A-M03-S-MF07.wav,0.016667,0.203333,0.763333,0.016667,0.4,0.6,3,Male,Development,neutral
795,MSP-IMPROV-S01A-M03-T-MF01.wav,0.091333,0.166,0.576667,0.166,0.387931,0.49137925000000005,3,Male,Development,neutral
796,MSP-IMPROV-S01A-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,4,Male,Test,neutral
797,MSP-IMPROV-S01A-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.35,0.65,4,Male,Test,neutral
798,MSP-IMPROV-S01A-M04-P-FM03.wav,0.016667,0.203333,0.763333,0.016667,0.30000000000000004,0.44999999999999996,4,Male,Test,neutral
799,MSP-IMPROV-S01A-M04-P-FM04.wav,0.016667,0.016667,0.763333,0.203333,0.4,0.55,4,Male,Test,neutral
800,MSP-IMPROV-S01A-M04-P-FM05.wav,0.016667,0.25,0.716667,0.016667,0.2,0.4,4,Male,Test,neutral
801,MSP-IMPROV-S01A-M04-P-FM06.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
802,MSP-IMPROV-S01A-M04-P-FM07.wav,0.016667,0.016667,0.95,0.016667,0.25,0.6,4,Male,Test,neutral
803,MSP-IMPROV-S01A-M04-P-FM08.wav,0.016667,0.016667,0.016667,0.95,0.55,0.65,4,Male,Test,happy
804,MSP-IMPROV-S01A-M04-P-FM09.wav,0.016667,0.016667,0.763333,0.203333,0.30000000000000004,0.6,4,Male,Test,neutral
805,MSP-IMPROV-S01A-M04-P-FM10.wav,0.016667,0.016667,0.794444,0.172222,0.375,0.625,4,Male,Test,neutral
806,MSP-IMPROV-S01A-M04-P-FM11.wav,0.016667,0.016667,0.172222,0.794444,0.45833325,0.75,4,Male,Test,happy
807,MSP-IMPROV-S01A-M04-P-FM12.wav,0.016667,0.016667,0.794444,0.172222,0.25,0.5714285,4,Male,Test,neutral
808,MSP-IMPROV-S01A-M04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
809,MSP-IMPROV-S01A-M04-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.35,0.55,4,Male,Test,neutral
810,MSP-IMPROV-S01A-M04-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
811,MSP-IMPROV-S01A-M04-S-FM01.wav,0.016667,0.016667,0.716667,0.25,0.44999999999999996,0.44999999999999996,4,Male,Test,neutral
812,MSP-IMPROV-S01A-M04-S-FM02.wav,0.327778,0.016667,0.638889,0.016667,0.45833325,0.45833325,4,Male,Test,neutral
813,MSP-IMPROV-S01A-M04-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.40625,0.5,4,Male,Test,neutral
814,MSP-IMPROV-S01A-M04-S-MF01.wav,0.95,0.016667,0.016667,0.016667,0.66666675,0.20833325000000003,4,Male,Test,angry
815,MSP-IMPROV-S01A-M04-T-MF01.wav,0.865152,0.044949,0.044949,0.044949,0.64705875,0.20588225,4,Male,Test,angry
893,MSP-IMPROV-S01H-F03-P-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.54166675,0.7916667500000001,3,Female,Development,happy
894,MSP-IMPROV-S01H-F03-P-FM02.wav,0.203333,0.016667,0.203333,0.576667,0.5,0.7,3,Female,Development,happy
895,MSP-IMPROV-S01H-F03-P-FM03.wav,0.016667,0.016667,0.172222,0.794444,0.625,0.7916667500000001,3,Female,Development,happy
896,MSP-IMPROV-S01H-F03-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.60714275,0.75,3,Female,Development,happy
897,MSP-IMPROV-S01H-F03-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8999999999999999,3,Female,Development,happy
898,MSP-IMPROV-S01H-F03-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.6,3,Female,Development,neutral
899,MSP-IMPROV-S01H-F03-P-MF02.wav,0.016667,0.016667,0.794444,0.172222,0.20833325000000003,0.58333325,3,Female,Development,neutral
900,MSP-IMPROV-S01H-F03-P-MF03.wav,0.203333,0.016667,0.016667,0.763333,0.44999999999999996,0.8999999999999999,3,Female,Development,happy
901,MSP-IMPROV-S01H-F03-P-MF04.wav,0.016667,0.016667,0.25,0.716667,0.44999999999999996,0.75,3,Female,Development,happy
902,MSP-IMPROV-S01H-F03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.625,0.875,3,Female,Development,happy
903,MSP-IMPROV-S01H-F03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.65,0.95,3,Female,Development,happy
904,MSP-IMPROV-S01H-F03-P-MF07.wav,0.016667,0.016667,0.016667,0.95,0.6,0.8999999999999999,3,Female,Development,happy
905,MSP-IMPROV-S01H-F03-S-FM01.wav,0.016667,0.203333,0.016667,0.763333,0.55,0.6,3,Female,Development,happy
906,MSP-IMPROV-S01H-F03-S-FM02.wav,0.716667,0.016667,0.016667,0.25,0.7,0.4,3,Female,Development,angry
907,MSP-IMPROV-S01H-F03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8500000000000001,3,Female,Development,happy
908,MSP-IMPROV-S01H-F03-S-FM04.wav,0.016667,0.016667,0.016667,0.95,0.5714285,0.8214284999999999,3,Female,Development,happy
909,MSP-IMPROV-S01H-F03-S-MF01.wav,0.172222,0.016667,0.483333,0.327778,0.4285715,0.64285725,3,Female,Development,neutral
910,MSP-IMPROV-S01H-F03-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.54166675,0.66666675,3,Female,Development,happy
911,MSP-IMPROV-S01H-F03-S-MF03.wav,0.25,0.25,0.483333,0.016667,0.4375,0.46875,3,Female,Development,neutral
912,MSP-IMPROV-S01H-F03-T-FM01.wav,0.483333,0.016667,0.327778,0.172222,0.5108695,0.39130425,3,Female,Development,angry
913,MSP-IMPROV-S01H-F04-P-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.65,4,Female,Test,neutral
914,MSP-IMPROV-S01H-F04-P-FM02.wav,0.172222,0.016667,0.016667,0.794444,0.29166675,0.8333332499999999,4,Female,Test,happy
915,MSP-IMPROV-S01H-F04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.5,1.0,4,Female,Test,happy
916,MSP-IMPROV-S01H-F04-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.375,0.9583332499999999,4,Female,Test,happy
917,MSP-IMPROV-S01H-F04-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.4,0.95,4,Female,Test,happy
918,MSP-IMPROV-S01H-F04-P-FM06.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8,4,Female,Test,happy
919,MSP-IMPROV-S01H-F04-P-FM07.wav,0.016667,0.016667,0.016667,0.95,0.65,0.95,4,Female,Test,happy
920,MSP-IMPROV-S01H-F04-P-FM08.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8,4,Female,Test,happy
921,MSP-IMPROV-S01H-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8,4,Female,Test,happy
922,MSP-IMPROV-S01H-F04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.75,0.96875,4,Female,Test,happy
923,MSP-IMPROV-S01H-F04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8500000000000001,4,Female,Test,happy
924,MSP-IMPROV-S01H-F04-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.8,1.0,4,Female,Test,happy
925,MSP-IMPROV-S01H-F04-S-FM04.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8500000000000001,4,Female,Test,happy
926,MSP-IMPROV-S01H-F04-S-FM05.wav,0.016667,0.016667,0.016667,0.95,0.75,1.0,4,Female,Test,happy
927,MSP-IMPROV-S01H-F04-S-MF01.wav,0.016667,0.172222,0.172222,0.638889,0.375,0.625,4,Female,Test,happy
928,MSP-IMPROV-S01H-F04-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8,4,Female,Test,happy
929,MSP-IMPROV-S01H-F04-T-FM01.wav,0.016667,0.016667,0.016667,0.95,0.45833325,0.8500000000000001,4,Female,Test,happy
961,MSP-IMPROV-S01H-M03-P-FM01.wav,0.016667,0.016667,0.39,0.576667,0.5,0.7,3,Male,Development,happy
962,MSP-IMPROV-S01H-M03-P-MF01.wav,0.203333,0.016667,0.016667,0.763333,0.2,0.8500000000000001,3,Male,Development,happy
963,MSP-IMPROV-S01H-M03-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8500000000000001,3,Male,Development,happy
964,MSP-IMPROV-S01H-M03-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.375,0.875,3,Male,Development,happy
965,MSP-IMPROV-S01H-M03-P-MF04.wav,0.016667,0.016667,0.016667,0.95,0.2,0.8500000000000001,3,Male,Development,happy
967,MSP-IMPROV-S01H-M03-S-FM02.wav,0.016667,0.016667,0.39,0.576667,0.30000000000000004,0.8,3,Male,Development,happy
968,MSP-IMPROV-S01H-M03-S-FM03.wav,0.016667,0.133333,0.833333,0.016667,0.625,0.34375,3,Male,Development,neutral
969,MSP-IMPROV-S01H-M03-S-FM04.wav,0.016667,0.203333,0.016667,0.763333,0.30000000000000004,0.8,3,Male,Development,happy
971,MSP-IMPROV-S01H-M03-S-MF02.wav,0.016667,0.016667,0.39,0.576667,0.30000000000000004,0.75,3,Male,Development,happy
973,MSP-IMPROV-S01H-M03-T-MF01.wav,0.101515,0.016667,0.073232,0.808586,0.46323525,0.72794125,3,Male,Development,happy
974,MSP-IMPROV-S01H-M04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8055555000000001,4,Male,Test,happy
975,MSP-IMPROV-S01H-M04-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.55,0.4,4,Male,Test,happy
976,MSP-IMPROV-S01H-M04-P-FM03.wav,0.203333,0.016667,0.016667,0.763333,0.30000000000000004,0.8999999999999999,4,Male,Test,happy
978,MSP-IMPROV-S01H-M04-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.5,0.40625,4,Male,Test,happy
980,MSP-IMPROV-S01H-M04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.4,0.6,4,Male,Test,neutral
981,MSP-IMPROV-S01H-M04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8,4,Male,Test,happy
982,MSP-IMPROV-S01H-M04-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8500000000000001,4,Male,Test,happy
983,MSP-IMPROV-S01H-M04-T-MF01.wav,0.075,0.016667,0.075,0.833333,0.6060605,0.75757575,4,Male,Test,happy
1017,MSP-IMPROV-S01N-F03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8999999999999999,3,Female,Development,happy
1018,MSP-IMPROV-S01N-F03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8,3,Female,Development,happy
1019,MSP-IMPROV-S01N-F03-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8999999999999999,3,Female,Development,happy
1020,MSP-IMPROV-S01N-F03-P-MF01.wav,0.016667,0.016667,0.576667,0.39,0.2,0.65,3,Female,Development,neutral
1021,MSP-IMPROV-S01N-F03-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.4,0.55,3,Female,Development,neutral
1022,MSP-IMPROV-S01N-F03-P-MF03.wav,0.016667,0.172222,0.794444,0.016667,0.125,0.5,3,Female,Development,neutral
1023,MSP-IMPROV-S01N-F03-P-MF04.wav,0.15,0.016667,0.816667,0.016667,0.0714285,0.4285715,3,Female,Development,neutral
1024,MSP-IMPROV-S01N-F03-P-MF05.wav,0.016667,0.15,0.816667,0.016667,0.3214285,0.46428575000000005,3,Female,Development,neutral
1025,MSP-IMPROV-S01N-F03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.25,0.44999999999999996,3,Female,Development,neutral
1026,MSP-IMPROV-S01N-F03-S-FM02.wav,0.25,0.016667,0.716667,0.016667,0.2,0.44999999999999996,3,Female,Development,neutral
1027,MSP-IMPROV-S01N-F03-S-FM03.wav,0.016667,0.016667,0.816667,0.15,0.5714285,0.5714285,3,Female,Development,neutral
1028,MSP-IMPROV-S01N-F03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.5,0.4,3,Female,Development,neutral
1030,MSP-IMPROV-S01N-F03-T-FM01.wav,0.576667,0.11,0.25,0.063333,0.39772725,0.375,3,Female,Development,angry
1031,MSP-IMPROV-S01N-F04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,4,Female,Test,neutral
1032,MSP-IMPROV-S01N-F04-S-FM02.wav,0.016667,0.203333,0.576667,0.203333,0.09999999999999998,0.5,4,Female,Test,neutral
1033,MSP-IMPROV-S01N-F04-S-MF01.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.6,4,Female,Test,neutral
1034,MSP-IMPROV-S01N-F04-T-FM01.wav,0.016667,0.196154,0.447436,0.339744,0.41346150000000004,0.576923,4,Female,Test,neutral
1067,MSP-IMPROV-S01N-M03-P-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.2,0.55,3,Male,Development,neutral
1068,MSP-IMPROV-S01N-M03-P-FM02.wav,0.016667,0.016667,0.203333,0.763333,0.44999999999999996,0.7,3,Male,Development,happy
1069,MSP-IMPROV-S01N-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.0714285,0.53571425,3,Male,Development,neutral
1070,MSP-IMPROV-S01N-M03-S-FM02.wav,0.203333,0.016667,0.763333,0.016667,0.15000000000000002,0.44999999999999996,3,Male,Development,neutral
1071,MSP-IMPROV-S01N-M03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.5,3,Male,Development,neutral
1072,MSP-IMPROV-S01N-M03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.5,3,Male,Development,neutral
1073,MSP-IMPROV-S01N-M03-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.25,0.46428575000000005,3,Male,Development,neutral
1074,MSP-IMPROV-S01N-M03-T-MF01.wav,0.016667,0.059091,0.907576,0.016667,0.31818175000000004,0.5,3,Male,Development,neutral
1075,MSP-IMPROV-S01N-M04-P-MF01.wav,0.016667,0.203333,0.763333,0.016667,0.2,0.44999999999999996,4,Male,Test,neutral
1076,MSP-IMPROV-S01N-M04-S-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.5,4,Male,Test,neutral
1077,MSP-IMPROV-S01N-M04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.04999999999999999,0.55,4,Male,Test,neutral
1078,MSP-IMPROV-S01N-M04-T-MF01.wav,0.061111,0.016667,0.861111,0.061111,0.41666675,0.48809525,4,Male,Test,neutral
1120,MSP-IMPROV-S01S-F03-P-FM01.wav,0.016667,0.95,0.016667,0.016667,0.30000000000000004,0.2,3,Female,Development,sad
1121,MSP-IMPROV-S01S-F03-P-FM02.wav,0.25,0.016667,0.716667,0.016667,0.30000000000000004,0.4,3,Female,Development,neutral
1124,MSP-IMPROV-S01S-F03-P-MF03.wav,0.016667,0.95,0.016667,0.016667,0.125,0.20833325000000003,3,Female,Development,sad
1125,MSP-IMPROV-S01S-F03-P-MF04.wav,0.016667,0.016667,0.39,0.576667,0.44999999999999996,0.6,3,Female,Development,happy
1126,MSP-IMPROV-S01S-F03-P-MF05.wav,0.016667,0.25,0.716667,0.016667,0.30000000000000004,0.4,3,Female,Development,neutral
1127,MSP-IMPROV-S01S-F03-P-MF06.wav,0.016667,0.716667,0.25,0.016667,0.35,0.30000000000000004,3,Female,Development,sad
1128,MSP-IMPROV-S01S-F03-P-MF07.wav,0.016667,0.203333,0.576667,0.203333,0.25,0.5,3,Female,Development,neutral
1129,MSP-IMPROV-S01S-F03-P-MF08.wav,0.016667,0.95,0.016667,0.016667,0.5,0.09999999999999998,3,Female,Development,sad
1130,MSP-IMPROV-S01S-F03-P-MF09.wav,0.203333,0.016667,0.576667,0.203333,0.35,0.5,3,Female,Development,neutral
1131,MSP-IMPROV-S01S-F03-P-MF10.wav,0.016667,0.016667,0.763333,0.203333,0.44999999999999996,0.65,3,Female,Development,neutral
1132,MSP-IMPROV-S01S-F03-P-MF11.wav,0.016667,0.016667,0.95,0.016667,0.29166675,0.54166675,3,Female,Development,neutral
1133,MSP-IMPROV-S01S-F03-P-MF12.wav,0.016667,0.327778,0.638889,0.016667,0.25,0.625,3,Female,Development,neutral
1134,MSP-IMPROV-S01S-F03-P-MF13.wav,0.016667,0.016667,0.016667,0.95,0.6,0.75,3,Female,Development,happy
1135,MSP-IMPROV-S01S-F03-S-FM01.wav,0.016667,0.716667,0.25,0.016667,0.2,0.25,3,Female,Development,sad
1136,MSP-IMPROV-S01S-F03-S-FM02.wav,0.016667,0.95,0.016667,0.016667,0.35,0.09999999999999998,3,Female,Development,sad
1137,MSP-IMPROV-S01S-F03-S-FM03.wav,0.016667,0.794444,0.172222,0.016667,0.28571424999999995,0.1785715,3,Female,Development,sad
1138,MSP-IMPROV-S01S-F03-S-FM04.wav,0.016667,0.683333,0.283333,0.016667,0.1785715,0.28571424999999995,3,Female,Development,sad
1139,MSP-IMPROV-S01S-F03-S-FM05.wav,0.016667,0.95,0.016667,0.016667,0.41666675,0.16666674999999997,3,Female,Development,sad
1140,MSP-IMPROV-S01S-F03-S-MF01.wav,0.016667,0.638889,0.327778,0.016667,0.35,0.35,3,Female,Development,sad
1141,MSP-IMPROV-S01S-F03-S-MF02.wav,0.016667,0.95,0.016667,0.016667,0.25,0.30000000000000004,3,Female,Development,sad
1142,MSP-IMPROV-S01S-F03-S-MF03.wav,0.39,0.016667,0.576667,0.016667,0.4,0.44999999999999996,3,Female,Development,neutral
1143,MSP-IMPROV-S01S-F03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.4,0.4,3,Female,Development,neutral
1144,MSP-IMPROV-S01S-F03-S-MF05.wav,0.016667,0.763333,0.203333,0.016667,0.42500000000000004,0.22499999999999998,3,Female,Development,sad
1146,MSP-IMPROV-S01S-F03-T-FM01.wav,0.090351,0.876316,0.016667,0.016667,0.368421,0.17105274999999998,3,Female,Development,sad
1147,MSP-IMPROV-S01S-F04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.6,4,Female,Test,neutral
1148,MSP-IMPROV-S01S-F04-P-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.7,4,Female,Test,happy
1149,MSP-IMPROV-S01S-F04-P-MF02.wav,0.016667,0.016667,0.576667,0.39,0.09999999999999998,0.6,4,Female,Test,neutral
1150,MSP-IMPROV-S01S-F04-S-FM01.wav,0.016667,0.95,0.016667,0.016667,0.25,0.09999999999999998,4,Female,Test,sad
1151,MSP-IMPROV-S01S-F04-S-MF01.wav,0.016667,0.016667,0.794444,0.172222,0.16666674999999997,0.54166675,4,Female,Test,neutral
1152,MSP-IMPROV-S01S-F04-S-MF02.wav,0.016667,0.016667,0.716667,0.25,0.2,0.75,4,Female,Test,neutral
1153,MSP-IMPROV-S01S-F04-S-MF03.wav,0.016667,0.016667,0.794444,0.172222,0.16666674999999997,0.54166675,4,Female,Test,neutral
1154,MSP-IMPROV-S01S-F04-T-FM01.wav,0.016667,0.769355,0.197312,0.016667,0.234375,0.2734375,4,Female,Test,sad
1189,MSP-IMPROV-S01S-M03-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.4,3,Male,Development,neutral
1190,MSP-IMPROV-S01S-M03-P-MF01.wav,0.203333,0.016667,0.016667,0.763333,0.15000000000000002,0.6,3,Male,Development,happy
1191,MSP-IMPROV-S01S-M03-P-MF02.wav,0.016667,0.016667,0.39,0.576667,0.2,0.65,3,Male,Development,happy
1192,MSP-IMPROV-S01S-M03-P-MF03.wav,0.016667,0.95,0.016667,0.016667,0.25,0.2,3,Male,Development,sad
1193,MSP-IMPROV-S01S-M03-P-MF04.wav,0.016667,0.95,0.016667,0.016667,0.35,0.44999999999999996,3,Male,Development,sad
1194,MSP-IMPROV-S01S-M03-P-MF05.wav,0.016667,0.25,0.716667,0.016667,0.25,0.4,3,Male,Development,neutral
1195,MSP-IMPROV-S01S-M03-P-MF06.wav,0.016667,0.016667,0.39,0.576667,0.35,0.75,3,Male,Development,happy
1196,MSP-IMPROV-S01S-M03-P-MF07.wav,0.203333,0.016667,0.576667,0.203333,0.25,0.5,3,Male,Development,neutral
1197,MSP-IMPROV-S01S-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.10714275000000001,0.5714285,3,Male,Development,neutral
1198,MSP-IMPROV-S01S-M03-S-FM02.wav,0.016667,0.203333,0.763333,0.016667,0.08333325000000003,0.45833325,3,Male,Development,neutral
1199,MSP-IMPROV-S01S-M03-S-FM03.wav,0.016667,0.25,0.716667,0.016667,0.35,0.30000000000000004,3,Male,Development,neutral
1200,MSP-IMPROV-S01S-M03-S-FM04.wav,0.016667,0.016667,0.716667,0.25,0.2,0.5,3,Male,Development,neutral
1201,MSP-IMPROV-S01S-M03-S-FM05.wav,0.016667,0.016667,0.95,0.016667,0.25,0.35,3,Male,Development,neutral
1202,MSP-IMPROV-S01S-M03-S-FM06.wav,0.016667,0.016667,0.95,0.016667,0.08333325000000003,0.5,3,Male,Development,neutral
1203,MSP-IMPROV-S01S-M03-S-FM07.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
1204,MSP-IMPROV-S01S-M03-S-FM08.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.55,3,Male,Development,neutral
1205,MSP-IMPROV-S01S-M03-S-MF01.wav,0.016667,0.95,0.016667,0.016667,0.08333325000000003,0.16666674999999997,3,Male,Development,sad
1207,MSP-IMPROV-S01S-M03-S-MF03.wav,0.016667,0.95,0.016667,0.016667,0.2,0.15000000000000002,3,Male,Development,sad
1208,MSP-IMPROV-S01S-M03-S-MF04.wav,0.016667,0.794444,0.172222,0.016667,0.25,0.20833325000000003,3,Male,Development,sad
1209,MSP-IMPROV-S01S-M03-T-MF01.wav,0.083333,0.183333,0.683333,0.05,0.28333325,0.43333325,3,Male,Development,neutral
1210,MSP-IMPROV-S01S-M03-T-MF02.wav,0.016667,0.219565,0.747101,0.016667,0.29166675,0.42708325,3,Male,Development,neutral
